,country,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,
9,SA,0.474331859,0.439338589,0.426648721,0.42501442,0.451932321,0.787348587,1,0.937127475,0.585560469,0.45981542,0.379638531,0.471159392,0.522880215,0.431936166,0.30820996,0.048548356,0.088636801,0.211017112,0.201884253,0.20236493,0.200442223,0.237454336,0.140549894,0.173716593,0.22928283,0.176792924,0.189867333,0.236685253,0.250240338,0.377523553,0.35791194,0.333012882,0.32705249,0.23985772,10402
10,MX,0.947998383,0.253538213,0.841164577,0.897937727,1,0.961665993,0.370481197,0.199919127,0.171209058,0.202749697,0.255155681,0.272624343,0.28103518,0.324221593,0.181318237,0.055479175,0.050384149,0.12179539,0.178487667,0.193449252,0.306186818,0.526890416,0.508208653,0.945491306,0.863081278,0.647877072,0.29446017,0.453861706,0.547594015,0.431702386,0.34039628,0.334169025,0.381803478,0.536756975,12365
11,RU,0.791921409,0.688221769,0.778988347,0.849192663,0.91869154,0.91296964,0.98152793,1,0.897580603,0.857919214,0.842242776,0.802712024,0.786304018,0.733840205,0.694100434,0.133955165,0.173198516,0.344332968,0.500391911,0.639964467,0.637482364,0.593849611,0.467314626,0.557245127,0.533652088,0.439645712,0.566781627,0.641323091,0.767387783,0.904373726,0.978575534,0.976563725,0.759079271,0.876939959,38274
12,AE,1,0.822836845,0.841954023,0.751197318,0.698914432,0.834331098,0.920817369,0.941171775,0.902857599,0.962164751,0.897469668,0.921016922,0.921056833,0.758381226,0.535600255,0.116738506,0.169819604,0.229007024,0.297932631,0.341834291,0.3637053,0.457614943,0.459011814,0.531050447,0.517361111,0.388848978,0.478128991,0.452346743,0.402618135,0.417784163,0.39691092,0.510017561,0.554158685,0.677562261,50112
13,IT,0.731632817,0.594180376,0.647258989,0.600503724,0.565537753,0.871094797,0.989684368,1,0.846926746,0.887626601,0.753925299,0.728069235,0.733106479,0.726836718,0.298001179,0.075156744,0.095761213,0.163281711,0.395370023,0.506108997,0.437114838,0.407802369,0.258239108,0.248914849,0.220942072,0.190906168,0.228873051,0.283746852,0.314747334,0.486844221,0.685868924,0.74063555,0.628637265,0.618134076,37322
14,ES,0.517940122,0.498482887,0.588979185,0.754248976,0.748244181,0.705616499,0.888370218,0.776782873,0.799253114,0.833563199,0.64758429,0.59873963,0.569500732,0.70315517,0.451059857,0.043476416,0.052939804,0.103651679,0.497124912,0.675146937,0.455324747,0.353540283,0.214453946,0.250525154,0.210761951,0.19230198,0.246217828,0.323304123,0.428738144,0.645420017,0.995395616,1,0.815994398,0.840777441,47129
15,GB,0.665844095,0.752698591,0.844094893,0.926755787,0.978486973,0.968616111,1,0.99716894,0.897885032,0.935006737,0.778057015,0.750624499,0.748050808,0.666510227,0.507743782,0.071866531,0.090957262,0.112939609,0.266664648,0.424643847,0.371777209,0.33286906,0.184034033,0.228165261,0.166684329,0.121463068,0.145141023,0.161067628,0.194177403,0.288223094,0.393169122,0.494421147,0.493452228,0.538718908,66053
16,DK,0.715084251,0.722213221,0.833765392,0.797634478,0.84478289,0.845998056,0.876377187,0.978046014,0.945317563,1,0.837896954,0.775842515,0.78499676,0.803791316,0.522034997,0.071208684,0.089274141,0.164128321,0.34875243,0.395171743,0.383425146,0.342514582,0.2213221,0.215813351,0.182679844,0.129293584,0.16477641,0.192158134,0.215327285,0.350048607,0.58360337,0.62977965,0.612119248,0.671581335,12344
17,AE,1,0.822836845,0.841954023,0.751197318,0.698914432,0.834331098,0.920817369,0.941171775,0.902857599,0.962164751,0.897469668,0.921016922,0.921056833,0.758381226,0.535600255,0.116738506,0.169819604,0.229007024,0.297932631,0.341834291,0.3637053,0.457614943,0.459011814,0.531050447,0.517361111,0.388848978,0.478128991,0.452346743,0.402618135,0.417784163,0.39691092,0.510017561,0.554158685,0.677562261,50112
18,NL,0.647482014,0.641582734,0.784220624,0.891366906,0.934436451,0.841822542,0.932182254,0.864652278,0.860623501,1,0.792038369,0.720527578,0.713717026,0.726282974,0.534148681,0.097170264,0.14705036,0.206091127,0.387721823,0.535635492,0.508393285,0.466330935,0.349304556,0.380815348,0.351702638,0.25793765,0.296786571,0.344892086,0.384796163,0.507769784,0.754964029,0.832326139,0.754340528,0.806139089,20850
19,TR,0.745027791,0.76344338,0.765854149,0.443480881,0.376012857,0.457476729,0.476193665,0.557824951,0.499832586,0.505256814,0.416895466,0.386760865,0.426036295,0.407252394,0.290731936,0.042389339,0.058795955,0.157034755,0.301848256,0.559097301,0.586620237,0.556686533,0.387832318,0.262807206,0.434373535,0.436650372,0.497020023,0.508203308,0.418033885,0.690316748,0.949407353,1,0.853445389,0.821067435,29866
